@relation TEXTvsAUTHOR

@attribute title string
@attribute Class {"daniel buarque", "josias souza", "leonardo sakamoto", "carlos melo"}
@attribute date string
@attribute content string

@data
'agu recorre tst contra greve petroleiros','josias souza','29/05/2018','a advocacia geral uniao petrobras recorreram tribunal superior trabalho contra 72 horas petroleiros marcaram quarta feira peticao anota greve politica informa mantida produzira prejuizo diario r 349 milhoes pede tribunal concessao liminar impeca paralisacao fixacao multa diaria r 10 milhoes sindicatos desrespeitarem ordem judicial texto acao realca petrobras maior produtora distribuidora combustiveis pais acrescenta reducao producao completa paralisacao geram prejuizos gravissimos sociedade tendo vista potencial prejudicar abastecimento mercado interno gas natural petroleo derivados peticao menciona paralisacao caminhoneiros submete sociedade desabastecimento combustiveis remedios alimentos direito greve categoria pode sobrepor direitos fundamentais toda coletividade disse ministra grace mendonca advogada geral uniao sociedade brasileira pode penalizada ausencia servicos essenciais causa greve respeita exigencias legais lei 7 783 89 regulamenta direito greve preve paralisacao trabalhadores servicos essenciais deve precedida varias providencias exemplo antes cruzar bracos petroleiros pleitear abertura negociacao petrobras precisariam tambem comunicar previamente estatal sobre greve anexando copia ata assembleia paralisacao decidida segundo agu petrobras nenhuma dessas exigencias observada acao informa tst pendencias trabalhistas petrobras petroleiros pois acordo coletivo celebrado estatal corporacao validade ate 2019 algo reforca opiniao governo carater politico greve cuja pauta reivindicacoes inclui demissao pedro parente presidente petrboras federacao Unica petroleiros convocou paralisacao filiada cut'
'temer desligou perigosamente realidade','josias souza','29/05/2018','michel temer trabalha verdade paralela diz convem fatos desmintam nesta terca feira porem discursando investidores estrangeiros presidente disse atingimos objetivo numero recolocar brasil trilhos metafora ferroviaria utilizada instante caminhoneiros empurraram governo acostamento desrespeita inteligencia alheia temer notou arrastado situacao dramatica trafega poucos milimetros desfiladeiro temer governo enfrenta dificuldades naturais processo desenvolvimento sustentado tudo continua bem porque projeto reformista nenhuma palavra franca direta sobre transtorna pais nove dias orador pronunciou palavras caminhao pararalisacao sobre encrenca monopoliza noticiario fez apenas referencias indiretas autoelogios temer negociador habilidoso temer conheceu rejeitam dialogo tentam parar brasil exercemos autoridade preservar ordem direitos populacao disse temer espanto pais semiparalisado enxerga vacuo cadeira presidencial antes disso dialogo fundamental exercicio constituicao determina democracia plena pais temer oportunidade dialogar caminhoneiros baronato setor transporte cargas desde outubro 2017 negligenciou tres avisos chegaram planalto escrito deu entao bloqueio precedentes estradas movimento sequestrou paz brasileiros zonzo temer pagou resgate pacote 100 feito deficit publico embora imprensado contra parede presidente acha protagonista processo negociacao credibilidade rente piso considera portento temer unico problema existente pais cegueira alheia alguns confundem quero dizer letras garrafais vocacao dialogo eventual leniencia politica fraqueza politica verdade contrario dialogo essencia boa politica democracia alias fortaleza problema politicos habituados operar meia verdade momentos criticos privilegiam sempre metade mentirosa sabe dizer temer recorre empulhacao truque perdeu serventia inquilino planalto deveria firmar consigo pacto basico dizer asneiras silencio resolve problema evita plateia fique chocada constatacao presidente republica desligou perigosamente realidade'
'prisao lula deu origem greve petroleiros','josias souza','31/05/2018','o acervo textos documentos disponiveis site federacao Unica petroleiros fup revela prisao lula 7 abril origem greve 72 horas deflagrada corporacao petrobras quarta feira durante primeira semana encarceramento lula dirigentes fup sindicatos aliados curitiba 14 abril federacao divulgou documento intitulado petroleiros petroleiras rumo greve nele lula tratado primeiro preso politico pos 64 pontos relevantes texto destacados vermelho margem esquerda topicos le reunidos curitiba petroleiros apontaram caminho resistencia greve leia passagem sindicalismo petroleiro capital paranaense coincidiu transferencia simbolica sede pt cidade lava jato 9 abril nessa epoca tambem partido ramificacoes sindicalismo movimentos sociais instalou acampamento lula livre imediacoes superintendencia curitibana policia federal contra pano fundo petroleiros decidiram tracar novas estrategias luta garantir democracia pais documento 14 abril explica acertado curitiba seguindo indicativo conselho deliberativo serao realizadas assembleias dias 30 04 12 05 aprovar greve nacional contra privatizacoes sistema petrobras retiradas direitos trabalhadores proprios terceirizados alem defesa democracia contra prisao politica lula texto traz declaracoes coordenador geral fup jose maria rangel golpistas estao acabando soberania fizeram tudo lula solto imagine agora preso serao capazes fazer pais classe trabalhadora paralisacao 72 horas convocada advertencia acordo comunicado divulgado fup quinta feira semana passada trata etapa mobilizacoes petroleiros vem fazendo construcao greve tempo indeterminado nesse texto integra enumerar razoes motivaram greve entidade sindical omitiu principal encarceramento lula preferiu pegar carona paralisacao caminhoneiros apoiada 87 brasileiros segundo datafolha eis escreveu fup comunicado sobre greve advertencia eixos principais movimento sao reducao precos combustiveis manutencao empregos retomada producao refinarias fim importacoes derivados petroleo privatizacoes desmonte petrobras demissao pedro parente presidencia empresa 15 maio manifesto sobre greve nacional vira paralisacao advertencia fup explicita chegou ilustrar texto foto lula veja imagem abaixo leia integra documento informa mesmas assembleias aprovaram greve nacional petroleiros endossaram manifesto publico defesa soberania democracia contra prisao politica ex presidente luiz inacio lula silva deve prisao lula condenacao amargou caso triplex guaruja nesse pedaco escandalo primeira segunda instancia judiciario consideraram empreiteira oas utilizou dinheiro roubado contratos petrobras presentear lula apartamento praia ironicamente sindicalismo petroleiros jamais insurgiu contra saque praticado petrobras conluio reuniu funcionarios desonestos partidos empreiteiras corruptoras contrario federacao petroleiros tornou critica acida lava jato texto recente 17 maio entidade tratou ruina comperj complexo petroquimico estado rio janeiro anotou coisas assim tudo comecou ruir 4 anos operacao lava jato comandada juiz sergio moro passou interferir negocios petrobras afetou toda cadeia produtiva petroleo gas incluindo construtoras construcao comperj obras afetadas parou totalmente especial gestao atual presidente petrobras pedro parente colocado cargo golpista ilegitimo michel temer mdb sp integra quer dizer fup arruinou petrobras sergio moro promiscuidade uniu oligarquias politica empresarial alianca iniciada sob lula mantida gestao dilma rousseff sindicalismo petroleiro lava jato pecou porque soube preservar empresas enquanto punia pessoas praticam ilegalidades brasil escreveu fup pune cnpj preocupacoes impacto economico representa paradoxalmente mesma entidade enxerga lula pessoa fisica grauda investacao alcancou vitima perseguicao primeiro preso politico pos 64 pedido advocacia geral uniao petrobras tribunal superior trabalho declarou ilegalidade greve petroleiros movimento considerado politico ideologico fixou multa diaria r 500 mil caso descumprimento ordem judicial fup malha sindical deram ombros assista video abaixo nesta quarta feira nova peticao jutica trabalho advocacia uniao pediu obteve elevacao multa passou r 2 milhoes dia 18 entidades sindicais envolvidas paralisacao todas multadas deseja governo conta salgada r 36 milhoes dia paralisacao custo pouco resultado pois lula continua preso pedro parente sentado cadeira presidente petrobras mantida confira video fala coordenador geral fup jose maria rangel jornalistas livres j livres'
'buraco poder politico recebe terra cima','josias souza','31/05/2018','com paralisacao caminhoneiros declinio pais comeca voltar normalidade normal brasil sabe anomalia corrupcao policia federal voltou ruas estourar balcao venda registros sindicatos funciona ministerio trabalho coisa comandada ptb ex presidiario mensalao roberto jefferson rapidamente declarou ter nada ver ocorrido pesquisa datafolha revelou 87 brasileiros apoiam paralisacao caminhoneiros 56 pessoas caminhoes deveriam inclusive continuar parados dados sao reveladores sociedade saco cheio capaz autoimolar crise desabastecimento so sinalizar extrema insatisfacao governo particular politicos geral encrencados nova investida policial numero 2 pasta trabalho leonardo arantes E sobrinho deputado jovair arantes lider ptb camara so preso porque veja voce missao oficial inglaterra investigacao vai longe so certeza michel temer mantera ministerio trabalho dominio ptb E quase 9 cada dez brasileiros adoraram ver caminhoes atravessados estradas poder politico sabia buraco descobre agora brasileiro quer jogar terra cima'
'multa greve petroleiros r 36 mi','josias souza','30/05/2018','a pedido advocacia geral uniao tribunal superior trabalho elevou r 500 mil r 2 milhoes valor multa diaria sindidatos petroleiros terao pagar realizar greve considerada ilegal somam 18 entidades sindicais representam corporacao juntas amargarao multas r 36 milhoes dia ilegalidade greve declarada liminar concedida terca feira ministra maria assis calsing relatora acao agu nesta quarta doutora considerou orgao advoga nome uniao conseguiu demonstrar ordem juducial efetivamente descumprida elevou valor multa considerar valor inicialmente arbitrado revelou suficiente compelir cumprimento medida peticao encaminhou tst apos deflagracao greve advocacia geral realcou menosprezo entidades sindicais ordenamento juridico acrescentou causa perplexidade desrespeito ordem judicial entidades sindicais simplesmente desafiem poder judiciario ensejando inseguranca juridica pondo prova propria credibilidade poder estado'
'carmen diz stf cumprira dever','josias souza','30/05/2018','carmen lucia fez oportuno abertura sessao desta quarta feira supremo tribunal federal democracia unico caminho legitimo disse presidente suprema corte instante cartazes pedindo intervencao militar ornamentam qualquer outro brasileiro disponha dois neuronios ministra revelou preocupada poderia deixar acentuar sessao atuacao supremo tribunal federal exercicio competencia julgar cumprida hoje profunda preocupacao atencao responsabilidade grave momento politico economico social experimentado cidadaos brasileiros cera altura carmen lucia declarou supremo tribunal federal orgao cupula judiciario brasileiro contando responsabilidade atuacao cada cidadao cumprira dever espera todas instituicoes publicas particulares facam pudesse reagir coro palavras ministra plateia talvez gritasse celebre sacada churchill sobre democracia pior regime imaginavel excecao todos outros poderia ganhar versao nacional brasil ate democracia sai ladrao preferivel todas alternativas excessao obviamente democracia genuina verdade instituicoes brasileiras parecem empenhadas dar razao todos seguram cartazes rua pregando alternativas piores poder executivo diluiu lama legidslativo apodreceu instancia maxima judiciario contrario faz supor fala carmen lucia consegue dar respostas altura contrario emite sinais enviesados abaixo plenario supremo opera duas turmas mantem presos larapios outra solta plenario bons costumes conseguem prevalecer maioria magra 6 5 dia aprova prisao condenados segunda instancia noutro inicia trama voltar atras decorridos quatro anos lava jato suprema corte acaba produzir primeira condenacao primeira instancia onde ardem reus mandato cana ex presidentes camara ex ministros fina flor empreiteiras ate lula ex presidente republica popular historia passado tranca supremo condenou nelson meurer deputado baixissimo clero meurer agora separado cadeia dois recursos embargo declaracao embargo embargo quanto todo resto denunciados sabe deus serao julgados construcao permanente brasil disse carmen lucia construcao democratica comprometida etica escolha caminho verdade supremo quisesse poderia apressar passo simpatia via militar volta vez porque brasileiros velhos calejados acham futuro jovens experiencia ignoram passado conjuntura assim tao envenenada pede unidade acao rapidez tempo parece existir supremo ali so existe passar tempo pais afoga cair mar perversao afoga permanecer la supremo deveria considerar hipotese nadar desenvoltura exame consciencia bom comeco talvez esperar demais instituicao provou alguma nesses tempos tormentosos autocratica forte'
'ordem prisao rende demissao sob temer','josias souza','01/06/2018','a corrupcao tornou tao corriqueira brasilia sumiram cidade umidade relativa ar bom senso leonardo arantes centro foto secretario executivo ministerio trabalho numero 2 hierarquia pasta prisao preventiva decretada desde quarta feira so encontra atras grades porque cumpria missao oficial londres policia federal captura lo ordem ministro edson fachin supremo michel temer dois tres dias tomar alguma providencia nada temer arrisca empurrar dentro biografia excentricidade primeiro presidente historia colecionar duas denuncias dois inqueritos corrupcao temer prestes adicionar rol ineditismos subordinado preso policia federal decidiu incluir nome leonardo arantes lista procurados interpol leonardo arantes sobrinho lider ptb camara jovair arantes ganhou cargo esplanada E acusado integrar esquema venda registros sindicatos ministerio trabalho tio deputado tambem investigado inquerito pf informada leonardo retornara brasil nesta sexta sabado preso estrangeiro detido pisar nesta terra sabias temer 24 horas maximo 48 horas esbocar alguma reacao cara nojo contrario estimulara suspeita mantem investigados delatados suspeitos volta garantir contraste falsa imagem pureza'
'pe neta arraes ameaca alianca pt psb','josias souza','01/06/2018','o pt federal tera decidir quer disputar governo pernambuco deseja virar estorvo atrapalhar candidatura neta petista miguel arraes vereadora recife marilia arraes bem posta pesquisas marilia divulgou video redes sociais reafirmar projeto politico fez contrapor articulacao subterranea aproxima pt principal rival governador pernambucano paulo camara pleiteia reeleicao psb arranjo conta simpatia lula pt pernambucano aliaria psb paulo camara jogando mar pretensoes marilia arraes troca psb minas gerais descartaria candidatura governador marcio lacerda ex prefeito belo horizonte coligar pt tenta reeleger fernando pimentel problema tomada pesquisas marilia parece fardo militancia petista resiste ideia descata la pesquisa recente feita instituto multipla marilia arraes 15 obteve notavel empate tecnico paulo camara 15 5 senador armando monteiro 14 5 disputara cadeira governador ptb ex governador ex ministro educacao michel temer deputado mendonca filho amealhou 11 pedaco pt considera hipotese rifar marilia pouco tempo agir marcada 10 junho convencao pode resultar formalizacao candidatura vereadora governo estadual livrar neta arraes petismo tera justificar paradoxo psb paulo camara apoiou impeachment dilma rousseff antes deposicao dilma psb desembarcara parceria nacional mantinha pt lancar 2014 candidatura presidencial eduardo campos primo marilia arraes acrescentar ironia enredo marilia trocou psb pt 2013'
'sob temer ate sensibilidade humana vira po','josias souza','01/06/2018','o governo incluiu projetos sociais cortes despesas fazer garantir diesel barato caminhoneiros empresas transportadoras pense so nisso instante esqueca todo resto programas sociais orcamentos ridiculos vao virando escarnio passados lamina exemplo r 4 1 milhoes prevencao contra drogas r 55 1 milhoes universidades r 135 milhoes sus ate saneamento basico moradia popular perderam verba experimente colocar cortes sociais circunstancias pense reuniao tecnicos discutiram formas garantir desconto diesel ocorreu ninguem dizer sabe educacao saude gente mexe nenhuma voz levantou ponderar gente cortar saneamento pode pegar mal alga cortes pequenos pouco quase nada sempre tragico crueldade tragedia percepcao sob temer ate sensibilidade humana vira poeira deus sabe toda parte expediente tempo integral'
'prioridade brasil revogar lei murphy','josias souza','02/06/2018','o brasil enfrenta crise tres ds faltam pais decencia direcao desenvolvimento dia 1o janeiro 2019 michel temer apenas materia prima policia federal havera outro inquilino presidencia republica corrupcao desaparecera luz surgira fim tunel 13 milhoes carteiras trabalho serao assinadas brasil pais fazer derretimento atual governo tornou satanizacao temer passatempo inutil altura presidenciaveis deveriam demonstrar eleitorado sao capazes inaugurar espetaculo novo maioria desperdica hora oferecendo raiva indefinicoes vacuo conceitual tao dramatico pedaco sociedade comeca considerar propria democracia desnecessaria E brasil condenado viver sob dominio lei murphy abre parentese capitao edward murphy forca aerea estados unidos enxergou dna urucubaca acompanhar experimentos chefe major john paul stapp cobaia testes resistencia grandes aceleracoes stapp desafiava velocidade treno foguete 1949 bateu recorde aceleracao conseguiu celebrar feito acelerometros veiculo funcionaram engenheiro murphy investigar havia ocorrido descobriu tecnico ligara circuitos aparelhos contrario concluiu forma fazer trabalho dessas formas redundara desastre entao alguem fara trabalho desta forma entrevista stapp referiu frase lei murphy resumiu assim alguma coisa pode dar errado dara fecha parentese fhc passou poder consolidou plano real feito economico notavel politica porem entregou tornou aliado rebotalho parlamentar psdb desfigurou nunca retornou planalto lula chegou presidencia preservou pilares economica distribuiu renda comprou moeda sonante apoio mesma banda arcaica aninhara sob fhc deu mensalao petrolao certa altura verba arca eleitoral clandestina confundia dinheiro bancou conforto deu cadeia tomados espirito lei murphy tucanos petistas jamais conseguiram unir preferiram juntar atraso deu dando deixar presidencia lula poderia ter levado 83 popularidade camara descompressao sao bernardo optou continuar mandando meio dilma rousseff enfiou michel temer vice murphy dose dupla temer talvez reelegesse deputado convertido presidente destino traidores petismo poderia ter compreendido papel historico compondo ministerio notaveis preferiu entregar maioria pastas dois tipos aliados capazes tudo incapazes todo chega ocaso mandato cercado auxiliares lei quatro fardos sobre ombros duas denuncias dois inqueritos corrupcao murphy elevado ultima potencia lava jato dividiu politicos dois grupos culpados cumplices consegue enxergar inocentes eleitorado tambem dividiu duas alas pessimistas desesperados primeira banda engrossa bloco candidato segunda vez aproveitar escandalos ladroagem qualificar proprio voto sonha resolver bagunca ditadura E lei murphy versao manu militari descredito sistema politico tao devastador liberdade democratica produz furia imbecis gente compreende democracia regime sujeito ampla irrestrita liberdade exercitar capacidade fazer besteiras conta propria trocar ofensas defender corruptos pregar volta militares redes sociais E tecnologia servico efeito murphy paralisacao caminhoneiros especie junho 2013 boleia expos tamanho indignacao brasileiros 87 entrevistados datafolha disseram apoiar movimento impos sociedade desasbastecimento combustiveis mantimentos reteve medicamentos retardou cirurgias apavorou pacientes dependentes hemodialise E pessoas quisessem produzir caos transformara brasil lugar perfeito construcao algo inteiramente novo problema fome novo esbarra legislacao privilegia eleicao congresso nacional velho muitos perguntam proximo presidente republica convem formular segunda questao governado pais partir 2019 juntando certos presidenciaveis arcaismo sempre perpetua desastre brasil revoga lei murphy ficara proximo idade media renascenca'
'administracao temer entra fase titanic','josias souza','01/06/2018','ate poucos dias atras todas avaliacoes negativas sobre governo acompanhadas conjuncao linquistica entretanto admitia governo corrupto politicamente desastroso acrescentava entretanto gestao temer avancou economia caminhonaco consequencias saida pedro parente presidencia petrobras eliminou enredo entretanto generalizou naufragio agua invade area economica subvencao fabricou reducao preco oleo diesel aumentou deficit publico desfigurou gestao ortodoxa temer agora vies populista efetivar substituto parente presidente declarou politica precos petrobras sofrera mudancas mudou diesel pouca gente anima dar credito irrestrito temer dez dias caminhao desabastecimento resultaram baque reflexos economia seguia curva descendente improvavel pib abaixo 2 governo michel temer filme facil resumir enredo bastaria dizer filme sobre embarcacao temeraria tripulacao alienada imensa pedra gelo tudo parecido titanic enquanto transatlantico afunda temer ordena orquestra continue tocando serao sete meses caminho fundo sofrem 13 milhoes passageiros desempregados viajam porao perto casa maquinas observa candidatos sucessao presidencial fica incomoda impressao faltam brasil principalmente botes salva vidas'
'gilmar expediu 15 alvaras soltura 15 dias','josias souza','01/06/2018','o ministro gilmar mendes supremo tribunal federal passou deferir pedidos habeas corpus ritmo industrial intervalo 15 dias gilmar expediu 15 alvaras soltura penultimo rubricado nesta sexta feira ganhou meio fio ex presidente federacao comercio rio janeiro atras grades desde fereveiro E acusado apropriar r 10 milhoes verbas publicas paulo vieira souza paulo preto apontado operador propinas psdb paulista contemplado dois 15 habeas corpus gilmar solto vez voltou preso ultima quarta feira gilmar mandou solta lo novamente horas estendeu ordem filha tatiana cremonini dois dias antes segunda feira liberados gilmar ex secretario estadual administracao penitenciaria rio janeiro cesar rubens monteiro carvalho doleiro sergio roberto pinto silva rol liberados gilmar segunda quinzena maio inclui hudson braga secretario obras multicondenado sergio cabral ex governador rio carlos miranda principal operador cabral tambem casa milton lyra lobista ligado caciques mdb senado investigado inquerito sobre desvios postalis fundo pensao correios pegadas milton deixaram xilindro ordem gilmar outros quatro presos enrolados inquerito sobre fundos pensao marcelo sereno ex secretario nacional comunicacao pt adeilson ribeiro telles postalis carlos alberto valadares pereira ex membro conselho administracao serpros fundo pensao serpro ericardo siqueira rodrigues operador financeiro resto ministro supremo mandou abrir celas empresario sandro alex lahmann delegado marcelo luiz santos martins ambos envolvidos inquerito apura irregularidades sistema prisional rio janeiro seis dias outro ministro supremo luis roberto barroso declarou palestra juizes existe minoria bem protegida brasil atualmente sao corruptos pessoas desviaram milhoes mantem contas exterior sao libertadas granel mencionar nome gilmar mendes barroso acrescentou liberacoes serie expoem desprestigiam juizes primeiro grau enfrentam cultura desigualdade sempre protegeu riscos cultura compadrio pessoas ousam corajosamente romper circulo vicioso historia brasileira sao frequentemente desautorizadas humilhadas decisoes judiciais tribunais elevados'
'parente saiu apos farejar interferencia politica','josias souza','01/06/2018','michel temer intencao alterar comando petrobras ajudou decisivamente empurrar pedro parente presidencia estatal parente enxergou movimentacao ministro moreira franco minas energia indicio blindagem contra interferencias politicas administracao petrobras poderia ter chegado fim frase enviesada temer converteu indicio evidencia constatar rachadura escudo recebera temer dois anos parente decidiu desfecho comecou esbocado ultima terca feira paralisacao caminhoneiros puxava baixo acoes petrobras videoconferencia pedro parente acalmou investidores garantiu politica precos estatal preservada horas alheio esforco parente temer puxou tapete fez entrevista emissora estatal tv brasil durante conversa temer declarou seguinte petrobras recuperou longo desses dois anos situacao digamos economicamente desastrosa tempo entao queriamos digamos alterar politica petrobras podemos reexamina la cuidado tanto voce veja estabelecemos prazo 60 dias nenhum aumento inicial aumentos serao formulados formatados cada 30 dias palavras temer soaram desejo modificar politica precos petrobras miolo encrenca trecho podemos reexamina la coisa soou tao esquisita reporteres chegaram imaginar presidente pudesse ter dito podemos reexamina la assessoria planalto acionada esclareceu temer dissera vez seguiu intensa confusao bastidores parente colocou cargo disposicao temer desconversou manha seguinte acoes preferenciais petrobras chegaram cair 6 todo esforco parente fizera vespera jogar agua fervura perdera vocabulo tres letras complicar parente sentia incluido plural majestatico temer comecou matutar sobre caminho singular demissao tomou rumo porque havia farejado vaivem moreira franco intencao alterar forma petrobras maneja precos combustiveis tentativa consertar estrago planalto chegou divulgar nota nela escreveu medidas adotadas governo garantir previsibilidade preco diesel preservaram continuarao preservar politica precos petrobras acoes estatal fechariam dia queda alem parente mercado tambem pressentiu governo fazia plateia boba negando debate interno tornara inegavel conversas parlamentares declaracoes imprensa moreira falava estender gasolina acerto firmado caminhoneiros relacao diesel acordo estabeleceu periodicidade mensal reajustes diesel nome previsibilidade moreira passou defender novidade diesel convertida politica todos combustiveis havia clareza sobre petrobras compensada variacoes cotacao dolar petroleo longo 30 dias precos fixos parente deu achado havia caminhoneiros atravessados estradas autorizou elevacao gasolina vendida distribuidoras mantendo fiel tatica grudar precos internos cotacao internacional claro administrador petrobras guindado posto dois anos solucao ruina produzida gestoes petistas transformara problema governo pedro parante iluminou encrenca trecho carta demissao refletido sobre tudo aconteceu claro sr presidente novas discussoes serao necessarias diante deste quadro fica claro permanencia presidencia petrobras deixou positiva contribuir construcao alternativas governo frente sempre procurei demonstrar trajetoria vida publica acima tudo compromisso bem publico qualquer apego cargos posicoes empecilho alternativas discutidas dois anos convidado temer presidir petrobas parente condicionara aceitacao convite concessao carta branca topou recebeu presidente garantia poderia administrar maior estatal pais livre interferencias politicas crise derreteu compromisso temer subito passaram pedir escalpo presidente petrobras petroleiros bancada mdb congresso parente passou enxergar porta saida elemento atraente sala presidencia petrobras'
'citar alckmin fhc prega frente progressista','josias souza','03/06/2018','em artigo veiculado neste domingo grao mestre tucanato fernando henrique cardoso anotou brasil so saira enrascada encontra nova lideranca eleita sucessao 2018 capaz apelar possa unir nacao financas publicas saudaveis politicas adequadas taxas razoaveis crescimento gerem emprego confianca decencia vida vida publica defendeu formacao uniao setores progressistas composta politicos inclinacao popular texto vestigio mencao nome geraldo alckmin presidenciavel psdb fhc fez artigo avaliacao travou pais dez dias dita greve caminhoneiros veio servir vez ignicao algo gasolina derramada produziu contagio sociedade saber bem causas razoabilidade protesto aderiu caladamente paralisacao ocorrida so efeitos abastecimento combustiveis bens essenciais consumo vida caso hospitais tornaram patentes aceitacao tambem tacita necessidade acao energica retomar normalidade fhc calmaria enganosa ninguem engane normalidade aparente causas insatisfacao continuam tanto economicas politicas levam melhor hipoteses abstencao eleitoral repudio tudo ai portanto governo elites politicas esquerda centro direita cuidem crise profunda lider supremo tucanato reconheceu diante sociedade politraumatizada gestao michel temer ganhou aparencia dificilmente governo atual dado origem encrespamento politico havido conseguira pouco colocar esparadrapos feridas nada significativo alcancado lideranca embasada voto crente democracia capaz dar resposta atuais desafios economicos morais avaliacao fhc cruzada anticorrupcao dna inquietacao social lava jato desnudar bases apodrecidas financiamento partidario uso maquina estatal conivencia empresas extrair dinheiro publico obras sobrefaturadas alem enriquecimento pessoal desconectou sociedade instituicoes politicas desnudou degenerescencia pais vivia grao tucano falou apodrecimento termos genericos abstendo mencionar putrefacao consome pedacos psdb unico agrupamento partidario mereceu citacao depreciativa chamado centrao composto legendas frequentam congresso negocios instante correligionario geraldo alckmin rivais ciro gomes pdt flertam partidos laia pp campeao enrolados lava jato fhc anotou seguinte sobre ideia unir setores progressistas trata formar alianca eleitoral apenas menos fortalecer dito centrao conjunto siglas querem poder assenhorarem vantagens unir programa pais fhc acha natural disputa travada dois turnos partidos divirjam preciso criar clima permita convergencia acrescentou vez caminho exercicio poder represente bloco progressista precisara ter sensibilidade necessaria unir aproximam afastar risco maior populismo principalmente vem abertamente revestido formato autoritario nome escrito referencia molde autoritario dirigida candidatura presidencial jair bolsonaro modo conduziu artigo fhc revela inclinado incluir pt bloco progressista menos politicos vinculados legenda presidiario lula intencoes podem depreendidas seguinte trecho ministro governo resultou impeachment presidente itamar franco sabedoria percebeu logo precisaria ministerio representativo conjunto forcas politicas pt apoiara impeachment presidente collor recusava assumir responsabilidades governo olho eleitoral itamar conseguiu aceitacao pasta luiza erundina entao pt fhc acrescentou eleito presidente maioria absoluta primeiro turno precisar buscar apoio pt ministros ex secretario geral pt referia cientista politico francisco weffort ministro cultura fundador pt weffort deixou legenda 1995 pegadas decisao integrar governo fhc artigo fhc publicado atravessa todo texto chega ultimo paragrafo frustracao embora afirme desafio conduzir pais requer lideranca fulanizacao fhc brindou leitores revelacao opiniao fulano diz habilitado executar tarefa saltam texto duas impressoes fhc parece deplorar hipotese vitoria jair bolsonaro perfil tracado fhc orna figura geraldo alckmin vez fulanizar prosa fhc preferiu lancar ar velho enigma caudilho capaz iluminar caminho comum brasileiros decifra devoro mitos antigos'
'eleitor zangado favorece oligarquia tocantins','josias souza','04/06/2018','a disputa posto governador tampao tocantins deu visibilidade dois fantasmas assombram sucessao presidencial 2018 furia desalento eleitor somando legiao absteve comparecer urnas tocantinenses multidao anulou voto votou branco chega quase metade eleitorado 49 33 estado zanga desalento sairam culatra lavar maos eleitor favoreceu oligarquia partidaria faz sumir sabonete atual governador interino tocantins mauro carlesse senador vicentinho alves primeiro filiado phs partido acompanhou eduardo cunha ate porta cadeia segundo pertence quadros pr legenda controlada cartorio ex presidiario mensalao valdemar costa neto carlesse agraciado preferencia 174 275 eleitores 30 31 votos validos vicentinho obteve 127 758 votos 22 22 juntos amealharam 302 033 votos quantidade inferior 443 414 votos turma faz cara nojo recusou entregar candidatos pode alegar falta opcao neste primeiro turno rol candidatos governo tampao incluia ex juiz marlon reis rede to idealizador lei ficha limpa mal comparando marlon disputa tocantins ex presidente supremo joaquim barbosa estaria eleicao presidencial desistido dizer marlon bom governador exigiria exercicio tolo adivinhacao imperioso reconhecer eleicao emergencial convocada consequencia cassacao marcelo miranda governador fizera campanha verbas sujas mentor lei ficha limpa representava opcao eleitor quisesse quebrar jogo viciado disputa politica pois marlon 9 91 votos validos amargou constrangedor quinto lugar alem dois contendores segundo turno ex juiz ficha limpa superado terceiro colocado carlos amastha psb 21 41 perdeu tambem katia abreu pdt dispondo apoio presidiario lula angariou apenas 15 66 votos validos mauro carlesse votado tocantins colecionador processos judiciais aliou ex governador siqueira campos dem outro detentor volumosa ficha corrida vicentinho alves segundo votado apoiado mdb partido ex governador marcelo miranda cuja cassacao provocou eleicao emergencial pesquisas eleitorais sinalizam cenarios provaveis disputa presidencial tambem vem sendo assombrada percentual eleitores candidato acima 30 caso tocantins bom exemplo constitui otimo aviso tempos furia eleitorado produz muita filosofia parachoque convem levar conta partir janeiro 2019 nada substituira proprio parachoque'
'segovia conto vigario temer caiu','josias souza','05/06/2018','demitido cargo diretor geral policia federal exagerar blindagem oferecia michel temer delegado fernando segovia revelou pessimo palpiteiro previa exemplo arquivamento processo sobre portos investigacao continua viva produziu redor presidente algo parecido cerco centro roda junto temer coronel pm joao batista lima filho apontado faz tudo presidente coronel lima sendo virado avesso pf achados investigadores descobriram personagem guarda contas pessoais empresa r 23 6 proximas semanas temer tera saudades tempo noticiario orbitava torno mala propina r 500 mil jbs amigo ex assessor rodrigo rocha loures recolheu sao paulo sobre segovia dissera unica mala talvez desse toda materialidade criminosa gente necessitaria resolver havia crime participes haveria corrupcao considerando ma qualidade frases imprestabilidade vaticinios segovia deveria perder sinecura internacional lealdade temer rendeu ganhou posto adido pf roma coisa fina contracheque r 51 mil mes delegado entra cronica lama especie conto vigario temer caiu'
